distance_km,mode,mode_code,hour_of_day,is_peak,transfers,fare_lkr
208.72,bus,2,22,0,0,1321.0
246.81,bus,2,9,1,0,1202.0
6.42,tuk,1,14,0,0,850.0
6.09,tuk,1,10,0,0,814.0
74.44,bus,2,7,1,0,458.0
12.4,tuk,1,2,0,0,1480.0
136.53,bus,2,14,0,0,751.0
114.11,bus,2,21,0,1,849.0
249.25,train,3,12,0,0,1575.0
1.04,walk,0,14,0,0,0.0
235.97,bus,2,15,0,1,1265.0
112.14,bus,2,9,1,1,670.0
0.5,walk,0,2,0,0,0.0
14.76,tuk,1,12,0,0,1586.0
7.29,tuk,1,20,0,0,921.0
6.28,tuk,1,7,1,0,836.0
11.19,tuk,1,20,0,0,1157.0
49.7,bus,2,20,0,0,339.0
71.74,bus,2,5,0,0,461.0
0.22,walk,0,13,0,0,0.0
2.82,tuk,1,17,1,0,487.0
1.68,walk,0,11,0,0,0.0
55.26,bus,2,16,0,0,332.0
2.42,tuk,1,21,0,0,363.0
77.76,bus,2,15,0,0,463.0
19.68,tuk,1,20,0,0,1929.0
1.69,walk,0,19,1,0,0.0
61.28,train,3,19,1,0,434.0
16.89,tuk,1,20,0,0,1983.0
5.36,tuk,1,5,0,0,768.0
16.81,tuk,1,0,0,0,1674.0
107.07,taxi,4,3,0,0,17451.0
197.65,bus,2,5,0,0,1224.0
93.1,bus,2,16,0,0,624.0
97.5,taxi,4,12,0,0,16060.0
1.38,walk,0,11,0,0,0.0
119.93,taxi,4,0,0,0,16492.0
10.87,tuk,1,16,0,0,1347.0
31.09,bus,2,8,1,0,240.0
212.34,bus,2,18,1,0,1334.0
80.8,bus,2,2,0,1,578.0
267.98,train,3,7,1,0,1507.0
10.08,tuk,1,1,0,0,1277.0
148.93,taxi,4,6,0,0,23363.0
142.98,bus,2,22,0,1,890.0
235.36,bus,2,11,0,0,1365.0
59.18,taxi,4,10,0,0,9528.0
0.67,walk,0,6,0,0,0.0
225.89,train,3,6,0,0,1048.0
80.11,bus,2,16,0,2,594.0
182.36,train,3,23,0,0,1214.0
19.58,tuk,1,17,1,0,2081.0
12.17,bus,2,17,1,0,140.0
16.85,bus,2,11,0,0,172.0
192.01,bus,2,2,0,0,1314.0
13.74,tuk,1,17,1,0,1504.0
12.65,tuk,1,19,1,0,1528.0
251.3,train,3,12,0,0,1187.0
1.11,walk,0,2,0,0,0.0
254.71,train,3,17,1,0,1274.0
61.62,taxi,4,22,0,0,8884.0
0.71,walk,0,5,0,0,0.0
10.57,tuk,1,3,0,0,1362.0
130.5,bus,2,17,1,0,757.0
1.85,walk,0,7,1,0,0.0
238.43,bus,2,17,1,0,1169.0
23.78,bus,2,16,0,1,213.0
10.61,bus,2,6,0,0,113.0
117.59,bus,2,1,0,1,715.0
173.87,bus,2,13,0,0,883.0
213.83,bus,2,9,1,0,1069.0
5.63,tuk,1,20,0,0,737.0
221.14,bus,2,8,1,1,1495.0
343.3,train,3,5,0,0,1582.0
171.84,bus,2,20,0,0,1115.0
111.73,bus,2,17,1,0,622.0
6.54,tuk,1,14,0,0,760.0
1.2,walk,0,22,0,0,0.0
7.67,tuk,1,18,1,0,1053.0
1.83,walk,0,20,0,0,0.0
5.1,taxi,4,19,1,0,1329.0
14.7,tuk,1,9,1,0,1727.0
151.78,train,3,1,0,0,934.0
17.22,tuk,1,14,0,0,2022.0
10.66,tuk,1,18,1,0,1221.0
163.63,bus,2,23,0,0,837.0
16.31,tuk,1,16,0,0,1717.0
254.09,train,3,13,0,0,1158.0
11.1,taxi,4,13,0,0,2213.0
299.23,train,3,2,0,1,1520.0
17.39,tuk,1,0,0,0,1825.0
309.23,train,3,1,0,0,1946.0
13.82,tuk,1,21,0,0,1583.0
145.29,train,3,18,1,1,1005.0
213.84,bus,2,6,0,0,1046.0
13.37,tuk,1,10,0,0,1515.0
6.56,tuk,1,11,0,0,792.0
0.98,walk,0,5,0,0,0.0
9.34,tuk,1,10,0,0,1072.0
155.64,train,3,8,1,0,899.0
326.52,train,3,16,0,0,1796.0
124.43,taxi,4,18,1,0,17443.0
17.38,tuk,1,2,0,0,2065.0
68.16,bus,2,11,0,0,379.0
17.21,tuk,1,23,0,0,2083.0
228.9,bus,2,20,0,2,1243.0
12.85,tuk,1,19,1,0,1479.0
7.1,tuk,1,17,1,0,993.0
13.98,bus,2,0,0,1,148.0
4.77,tuk,1,23,0,0,601.0
42.76,bus,2,17,1,0,255.0
69.51,bus,2,21,0,0,517.0
1.56,tuk,1,21,0,0,305.0
205.69,train,3,6,0,1,1376.0
78.75,bus,2,0,0,0,514.0
49.55,train,3,15,0,1,458.0
78.62,bus,2,11,0,0,508.0
91.99,train,3,0,0,1,715.0
173.99,train,3,6,0,0,1106.0
121.52,train,3,23,0,1,854.0
226.94,bus,2,8,1,0,1234.0
19.31,tuk,1,6,0,0,2123.0
1.69,walk,0,15,0,0,0.0
60.67,bus,2,15,0,1,421.0
1.96,walk,0,7,1,0,0.0
18.65,tuk,1,20,0,0,2062.0
1.25,walk,0,13,0,0,0.0
54.8,bus,2,3,0,0,348.0
17.12,tuk,1,7,1,0,1823.0
6.8,bus,2,20,0,0,103.0
338.5,train,3,2,0,0,2006.0
78.39,train,3,0,0,0,541.0
16.31,tuk,1,15,0,0,1869.0
235.2,bus,2,10,0,1,1307.0
145.79,bus,2,6,0,0,928.0
46.2,bus,2,11,0,1,350.0
25.31,bus,2,4,0,1,251.0
4.55,tuk,1,8,1,0,614.0
134.32,taxi,4,5,0,0,21208.0
0.21,walk,0,14,0,0,0.0
277.26,train,3,16,0,0,1295.0
249.59,bus,2,21,0,0,1663.0
15.44,tuk,1,1,0,0,1885.0
305.54,train,3,7,1,0,1745.0
0.65,walk,0,6,0,0,0.0
87.4,train,3,13,0,0,486.0
151.95,bus,2,12,0,0,819.0
1.24,tuk,1,21,0,0,288.0
0.65,walk,0,22,0,0,0.0
200.88,train,3,18,1,1,1103.0
9.92,tuk,1,4,0,0,1128.0
348.64,train,3,0,0,0,1897.0
325.11,train,3,21,0,0,1486.0
125.06,bus,2,22,0,0,684.0
8.49,tuk,1,6,0,0,981.0
227.88,train,3,1,0,0,1096.0
31.94,train,3,16,0,0,290.0
1.49,walk,0,14,0,0,0.0
19.57,tuk,1,21,0,0,2132.0
15.42,tuk,1,13,0,0,1875.0
216.48,bus,2,18,1,0,1141.0
96.23,train,3,18,1,0,597.0
82.03,bus,2,0,0,0,470.0
145.68,bus,2,3,0,1,946.0
3.47,tuk,1,18,1,0,510.0
9.09,tuk,1,4,0,0,1200.0
9.39,tuk,1,4,0,0,1056.0
328.76,train,3,18,1,0,1475.0
81.31,bus,2,4,0,1,578.0
155.15,bus,2,3,0,0,861.0
311.97,train,3,0,0,0,1622.0
1.0,walk,0,11,0,0,0.0
8.77,tuk,1,15,0,0,962.0
12.97,tuk,1,17,1,0,1670.0
77.85,taxi,4,21,0,0,12423.0
239.04,train,3,15,0,0,1322.0
173.74,bus,2,18,1,0,971.0
0.73,walk,0,5,0,0,0.0
16.82,tuk,1,8,1,0,1840.0
154.45,bus,2,7,1,0,797.0
228.93,bus,2,1,0,2,1384.0
121.5,train,3,23,0,0,724.0
121.68,train,3,5,0,0,751.0
82.09,bus,2,10,0,2,630.0
334.74,train,3,8,1,0,1682.0
22.54,taxi,4,1,0,0,3547.0
160.91,bus,2,21,0,0,868.0
12.77,bus,2,5,0,1,169.0
230.17,train,3,2,0,0,1350.0
15.52,tuk,1,8,1,0,1812.0
302.52,train,3,3,0,0,1593.0
1.58,walk,0,23,0,0,0.0
7.83,bus,2,4,0,0,86.0
18.48,train,3,7,1,0,175.0
47.35,bus,2,6,0,1,361.0
24.65,bus,2,0,0,0,227.0
122.39,bus,2,0,0,0,841.0
17.05,tuk,1,12,0,0,1782.0
4.09,tuk,1,5,0,0,595.0
11.06,tuk,1,2,0,0,1327.0
172.29,bus,2,6,0,0,904.0
35.39,bus,2,6,0,0,285.0
2.22,tuk,1,10,0,0,364.0
110.86,train,3,23,0,0,797.0
46.82,bus,2,7,1,0,296.0
244.76,bus,2,16,0,0,1583.0
234.7,bus,2,18,1,0,1485.0
18.71,tuk,1,1,0,0,2057.0
123.48,train,3,12,0,0,877.0
239.0,bus,2,10,0,0,1479.0
1.46,walk,0,12,0,0,0.0
97.2,taxi,4,4,0,0,15618.0
299.48,train,3,11,0,0,1722.0
317.27,train,3,2,0,0,1675.0
340.44,train,3,22,0,1,2126.0
323.59,train,3,14,0,0,1774.0
5.18,tuk,1,0,0,0,660.0
238.35,bus,2,12,0,0,1412.0
79.36,bus,2,22,0,0,449.0
6.53,tuk,1,17,1,0,864.0
3.29,tuk,1,6,0,0,492.0
16.69,tuk,1,21,0,0,1879.0
209.17,bus,2,4,0,0,1017.0
122.14,train,3,5,0,0,688.0
347.06,train,3,3,0,0,2175.0
1.43,tuk,1,22,0,0,254.0
16.47,tuk,1,17,1,0,1740.0
13.86,bus,2,12,0,1,157.0
218.78,bus,2,16,0,1,1140.0
221.98,train,3,6,0,0,1406.0
189.37,train,3,1,0,0,1138.0
161.08,train,3,20,0,0,883.0
245.01,train,3,23,0,0,1118.0
102.55,taxi,4,0,0,0,14024.0
226.2,bus,2,1,0,1,1329.0
1.47,walk,0,13,0,0,0.0
1.91,walk,0,1,0,0,0.0
22.54,bus,2,17,1,0,170.0
3.96,tuk,1,22,0,0,624.0
4.88,tuk,1,6,0,0,661.0
5.58,taxi,4,7,1,0,1422.0
18.08,tuk,1,20,0,0,2159.0
114.85,taxi,4,8,1,0,16110.0
252.49,train,3,5,0,0,1297.0
131.95,bus,2,2,0,0,832.0
195.69,bus,2,20,0,0,1122.0
1.49,tuk,1,22,0,0,323.0
215.74,bus,2,1,0,1,1443.0
3.25,tuk,1,19,1,0,527.0
97.05,train,3,3,0,0,624.0
15.87,tuk,1,3,0,0,1583.0
17.27,tuk,1,9,1,0,1890.0
22.23,train,3,10,0,0,237.0
154.91,bus,2,20,0,1,890.0
214.35,bus,2,16,0,0,1075.0
73.63,bus,2,3,0,0,503.0
14.58,tuk,1,14,0,0,1625.0
93.08,bus,2,21,0,0,616.0
19.19,tuk,1,15,0,0,1951.0
12.32,tuk,1,5,0,0,1522.0
3.25,tuk,1,3,0,0,485.0
13.07,tuk,1,10,0,0,1577.0
16.97,tuk,1,11,0,0,1689.0
244.03,bus,2,8,1,0,1591.0
0.57,tuk,1,2,0,0,223.0
12.66,tuk,1,2,0,0,1429.0
115.15,bus,2,12,0,0,827.0
6.83,tuk,1,22,0,0,762.0
61.46,bus,2,14,0,0,350.0
227.78,train,3,10,0,0,1467.0
242.54,bus,2,22,0,0,1312.0
265.44,train,3,16,0,0,1248.0
1.71,walk,0,17,1,0,0.0
0.65,walk,0,13,0,0,0.0
54.5,train,3,18,1,0,422.0
327.58,train,3,12,0,0,1732.0
244.9,train,3,14,0,0,1285.0
0.87,walk,0,14,0,0,0.0
244.57,train,3,18,1,0,1102.0
41.62,bus,2,21,0,1,387.0
15.24,tuk,1,7,1,0,1933.0
11.56,tuk,1,16,0,0,1179.0
58.16,taxi,4,0,0,0,9271.0
0.59,walk,0,12,0,0,0.0
265.94,train,3,21,0,0,1190.0
126.8,bus,2,15,0,0,738.0
37.96,train,3,6,0,0,306.0
324.4,train,3,14,0,0,1995.0
258.63,train,3,8,1,1,1611.0
17.42,tuk,1,10,0,0,1887.0
0.89,walk,0,5,0,0,0.0
190.41,bus,2,14,0,0,958.0
143.08,bus,2,4,0,0,990.0
8.64,tuk,1,10,0,0,1051.0
13.62,tuk,1,22,0,0,1637.0
15.01,tuk,1,18,1,0,1581.0
0.32,walk,0,9,1,0,0.0
1.68,walk,0,23,0,0,0.0
51.83,train,3,0,0,0,365.0
13.83,tuk,1,23,0,0,1594.0
81.62,taxi,4,8,1,0,12935.0
14.97,taxi,4,19,1,0,2774.0
6.33,tuk,1,22,0,0,736.0
304.36,train,3,14,0,0,1924.0
64.82,bus,2,14,0,0,455.0
229.7,bus,2,17,1,1,1575.0
1.67,walk,0,5,0,0,0.0
18.89,tuk,1,4,0,0,1866.0
0.83,walk,0,8,1,0,0.0
217.92,bus,2,11,0,1,1436.0
48.0,taxi,4,17,1,0,7450.0
208.49,bus,2,6,0,0,1126.0
167.27,train,3,13,0,2,1165.0
28.85,taxi,4,0,0,0,4338.0
183.06,bus,2,0,0,0,1079.0
0.91,walk,0,23,0,0,0.0
176.5,train,3,20,0,1,946.0
34.79,bus,2,20,0,1,291.0
1.6,walk,0,7,1,0,0.0
33.02,bus,2,12,0,0,301.0
40.54,train,3,16,0,0,275.0
14.36,tuk,1,6,0,0,1429.0
195.75,bus,2,17,1,0,995.0
16.81,tuk,1,16,0,0,1682.0
1.42,walk,0,9,1,0,0.0
0.21,walk,0,10,0,0,0.0
227.2,train,3,7,1,0,1416.0
148.55,train,3,19,1,1,895.0
1.8,tuk,1,23,0,0,345.0
18.59,tuk,1,23,0,0,2291.0
18.88,tuk,1,18,1,0,2175.0
1.91,walk,0,8,1,0,0.0
179.85,bus,2,18,1,0,941.0
57.68,bus,2,5,0,0,366.0
234.27,bus,2,21,0,0,1405.0
44.25,bus,2,6,0,0,354.0
227.71,bus,2,9,1,1,1401.0
1.64,walk,0,2,0,0,0.0
2.28,tuk,1,1,0,0,376.0
99.3,train,3,9,1,0,628.0
211.44,train,3,13,0,0,1284.0
97.15,train,3,0,0,1,717.0
97.47,train,3,20,0,0,598.0
18.53,bus,2,2,0,0,119.0
109.27,train,3,23,0,1,675.0
50.33,bus,2,6,0,0,305.0
1.94,walk,0,9,1,0,0.0
0.87,walk,0,3,0,0,0.0
13.33,tuk,1,19,1,0,1410.0
0.97,walk,0,17,1,0,0.0
170.41,bus,2,1,0,0,1099.0
168.84,train,3,2,0,0,846.0
178.95,train,3,14,0,1,953.0
133.92,bus,2,20,0,0,754.0
18.88,tuk,1,2,0,0,2323.0
340.81,train,3,5,0,0,1634.0
14.07,bus,2,13,0,0,126.0
1.45,walk,0,2,0,0,0.0
13.68,tuk,1,7,1,0,1547.0
2.59,tuk,1,0,0,0,417.0
5.35,tuk,1,11,0,0,734.0
318.77,train,3,17,1,0,1806.0
275.76,train,3,9,1,0,1588.0
214.65,bus,2,6,0,0,1135.0
17.86,tuk,1,10,0,0,1928.0
303.97,train,3,12,0,0,1335.0
197.66,bus,2,3,0,0,1039.0
3.68,tuk,1,2,0,0,471.0
93.81,bus,2,4,0,1,528.0
43.78,bus,2,23,0,0,331.0
216.16,bus,2,17,1,1,1389.0
1.88,tuk,1,3,0,0,367.0
59.81,bus,2,7,1,2,479.0
0.69,walk,0,9,1,0,0.0
18.29,tuk,1,4,0,0,2160.0
19.1,tuk,1,20,0,0,2193.0
52.11,taxi,4,22,0,0,7402.0
16.16,tuk,1,5,0,0,1972.0
55.6,bus,2,0,0,0,350.0
7.57,tuk,1,6,0,0,1009.0
294.71,train,3,13,0,1,1515.0
242.92,bus,2,19,1,0,1612.0
265.04,train,3,8,1,0,1602.0
4.26,tuk,1,6,0,0,552.0
6.23,tuk,1,5,0,0,838.0
42.14,bus,2,0,0,2,413.0
3.66,tuk,1,0,0,0,541.0
175.39,train,3,10,0,0,846.0
348.01,train,3,14,0,0,1783.0
114.66,bus,2,0,0,0,682.0
9.06,taxi,4,4,0,0,1719.0
221.81,bus,2,21,0,1,1305.0
9.88,tuk,1,23,0,0,1189.0
28.64,bus,2,15,0,0,225.0
1.31,walk,0,12,0,0,0.0
29.85,train,3,13,0,0,244.0
16.66,tuk,1,8,1,0,1932.0
16.69,tuk,1,4,0,0,1691.0
147.31,bus,2,9,1,0,866.0
1.01,walk,0,16,0,0,0.0
1.6,walk,0,15,0,0,0.0
92.86,bus,2,16,0,0,607.0
0.81,walk,0,14,0,0,0.0
37.62,bus,2,1,0,0,240.0
3.58,tuk,1,15,0,0,470.0
1.35,tuk,1,21,0,0,283.0
7.62,tuk,1,15,0,0,983.0
160.63,train,3,13,0,0,949.0
84.55,taxi,4,5,0,0,13115.0
0.51,tuk,1,19,1,0,264.0
92.98,taxi,4,10,0,0,13842.0
21.17,bus,2,6,0,1,251.0
73.11,bus,2,11,0,0,458.0
308.48,train,3,2,0,0,1698.0
244.06,train,3,22,0,0,1071.0
264.99,train,3,16,0,1,1535.0
227.69,bus,2,7,1,0,1168.0
134.72,bus,2,19,1,1,896.0
15.84,tuk,1,1,0,0,1622.0
15.29,tuk,1,9,1,0,1752.0
54.54,bus,2,15,0,0,391.0
1.03,walk,0,0,0,0,0.0
15.71,tuk,1,17,1,0,1748.0
1.39,walk,0,19,1,0,0.0
6.92,tuk,1,14,0,0,840.0
64.47,bus,2,4,0,1,554.0
82.04,bus,2,17,1,0,462.0
7.66,bus,2,8,1,0,118.0
1.23,walk,0,17,1,0,0.0
78.59,bus,2,15,0,0,499.0
22.06,bus,2,2,0,0,173.0
189.16,train,3,2,0,1,1056.0
168.22,bus,2,0,0,0,964.0
169.41,bus,2,1,0,1,1046.0
165.81,bus,2,7,1,1,890.0
100.84,taxi,4,0,0,0,16232.0
174.03,train,3,22,0,0,843.0
193.61,bus,2,21,0,2,1089.0
59.62,bus,2,4,0,0,414.0
0.8,walk,0,7,1,0,0.0
345.18,train,3,17,1,0,1738.0
16.56,tuk,1,15,0,0,1754.0
13.8,tuk,1,13,0,0,1539.0
49.5,taxi,4,23,0,0,7681.0
74.86,train,3,15,0,0,535.0
0.46,walk,0,16,0,0,0.0
1.42,walk,0,12,0,0,0.0
1.54,walk,0,12,0,0,0.0
134.13,bus,2,6,0,2,927.0
0.71,walk,0,12,0,0,0.0
316.31,train,3,22,0,0,1382.0
315.61,train,3,9,1,0,1509.0
209.17,bus,2,3,0,0,1307.0
69.23,bus,2,14,0,1,549.0
11.42,tuk,1,18,1,0,1415.0
1.59,walk,0,23,0,0,0.0
242.71,train,3,13,0,0,1331.0
10.44,tuk,1,18,1,0,1193.0
1.96,walk,0,6,0,0,0.0
8.15,tuk,1,10,0,0,1030.0
1.79,walk,0,10,0,0,0.0
190.63,bus,2,7,1,0,1178.0
183.65,train,3,17,1,0,1175.0
265.42,train,3,21,0,0,1525.0
15.43,bus,2,7,1,0,157.0
121.23,train,3,3,0,0,818.0
170.38,bus,2,19,1,1,934.0
216.49,train,3,20,0,0,1280.0
94.23,bus,2,22,0,1,552.0
10.14,tuk,1,6,0,0,1094.0
281.36,train,3,17,1,0,1810.0
2.24,tuk,1,17,1,0,387.0
0.87,walk,0,18,1,0,0.0
13.86,tuk,1,19,1,0,1680.0
43.67,bus,2,22,0,0,331.0
163.01,bus,2,11,0,0,791.0
39.37,bus,2,1,0,0,316.0
52.33,train,3,4,0,0,327.0
5.89,tuk,1,21,0,0,807.0
56.76,bus,2,20,0,0,370.0
17.99,tuk,1,0,0,0,2193.0
87.26,train,3,8,1,0,591.0
13.42,tuk,1,5,0,0,1498.0
6.8,tuk,1,7,1,0,862.0
150.9,bus,2,15,0,0,1004.0
156.59,bus,2,12,0,0,970.0
193.64,train,3,11,0,0,1162.0
18.36,bus,2,10,0,1,223.0
16.66,train,3,15,0,0,203.0
91.01,bus,2,16,0,1,530.0
1.23,walk,0,1,0,0,0.0
0.6,tuk,1,3,0,0,213.0
1.3,walk,0,8,1,0,0.0
18.19,tuk,1,10,0,0,1973.0
118.38,bus,2,23,0,0,818.0
237.16,bus,2,21,0,0,1251.0
147.24,bus,2,15,0,0,887.0
193.64,bus,2,0,0,1,1182.0
30.73,bus,2,2,0,0,246.0
20.28,bus,2,10,0,0,188.0
7.16,tuk,1,14,0,0,955.0
6.16,tuk,1,15,0,0,767.0
184.14,bus,2,3,0,0,1060.0
21.02,bus,2,21,0,1,222.0
19.76,tuk,1,11,0,0,2302.0
12.36,tuk,1,14,0,0,1418.0
249.34,bus,2,0,0,1,1518.0
162.6,bus,2,19,1,1,1012.0
4.72,tuk,1,13,0,0,676.0
203.78,bus,2,5,0,0,1357.0
291.69,train,3,7,1,0,1694.0
1.6,walk,0,8,1,0,0.0
262.94,train,3,0,0,0,1630.0
15.21,tuk,1,22,0,0,1737.0
217.85,bus,2,19,1,0,1166.0
213.55,bus,2,21,0,0,1265.0
1.43,walk,0,8,1,0,0.0
191.53,train,3,13,0,0,1116.0
187.24,bus,2,10,0,2,1036.0
99.21,taxi,4,11,0,0,13642.0
15.14,tuk,1,14,0,0,1573.0
196.73,train,3,10,0,0,996.0
275.66,train,3,18,1,0,1290.0
135.26,bus,2,1,0,0,836.0
7.48,tuk,1,4,0,0,977.0
181.33,bus,2,21,0,0,1078.0
144.61,bus,2,21,0,0,721.0
78.26,train,3,19,1,0,440.0
205.78,bus,2,8,1,0,1109.0
15.29,tuk,1,10,0,0,1724.0
14.64,tuk,1,0,0,0,1593.0
165.22,bus,2,6,0,0,909.0
68.16,taxi,4,17,1,0,11289.0
1.12,walk,0,8,1,0,0.0
259.55,train,3,11,0,0,1601.0
314.51,train,3,2,0,0,1629.0
0.42,walk,0,11,0,0,0.0
14.44,tuk,1,17,1,0,1483.0
115.23,bus,2,13,0,0,577.0
89.46,bus,2,13,0,0,481.0
0.69,walk,0,21,0,0,0.0
95.31,train,3,5,0,0,509.0
121.66,bus,2,7,1,1,852.0
158.68,train,3,14,0,0,898.0
218.22,train,3,11,0,0,1068.0
52.8,train,3,23,0,1,495.0
104.54,bus,2,1,0,1,613.0
12.39,tuk,1,2,0,0,1271.0
244.03,bus,2,8,1,1,1448.0
5.63,tuk,1,11,0,0,760.0
64.43,bus,2,21,0,0,427.0
3.38,tuk,1,11,0,0,501.0
212.01,bus,2,10,0,1,1232.0
0.42,walk,0,4,0,0,0.0
17.8,tuk,1,10,0,0,1784.0
3.21,tuk,1,12,0,0,500.0
204.69,bus,2,14,0,0,1267.0
195.87,train,3,14,0,0,1267.0
1.54,walk,0,10,0,0,0.0
322.07,train,3,3,0,0,1662.0
168.57,train,3,3,0,0,1017.0
2.65,tuk,1,3,0,0,387.0
137.87,bus,2,14,0,1,785.0
176.74,bus,2,20,0,0,937.0
1.11,tuk,1,21,0,0,236.0
61.47,bus,2,7,1,1,435.0
0.63,walk,0,1,0,0,0.0
70.42,train,3,15,0,1,509.0
104.41,train,3,0,0,0,564.0
124.39,train,3,15,0,0,749.0
127.1,bus,2,9,1,0,650.0
52.44,bus,2,20,0,0,383.0
76.58,taxi,4,15,0,0,11049.0
4.82,tuk,1,17,1,0,658.0
0.87,walk,0,9,1,0,0.0
141.46,bus,2,20,0,0,948.0
7.04,tuk,1,12,0,0,898.0
4.34,tuk,1,15,0,0,588.0
1.62,walk,0,8,1,0,0.0
81.39,bus,2,10,0,1,529.0
16.89,tuk,1,20,0,0,1802.0
16.92,tuk,1,9,1,0,1731.0
1.11,walk,0,0,0,0,0.0
208.08,bus,2,9,1,0,1412.0
276.32,train,3,9,1,0,1534.0
11.1,tuk,1,10,0,0,1369.0
6.61,bus,2,1,0,0,98.0
96.33,train,3,3,0,0,505.0
11.01,tuk,1,7,1,0,1413.0
84.79,train,3,10,0,1,669.0
227.83,bus,2,0,0,1,1201.0
181.72,bus,2,9,1,0,1100.0
1.58,walk,0,7,1,0,0.0
0.91,walk,0,0,0,0,0.0
98.59,taxi,4,6,0,0,13856.0
280.09,train,3,6,0,0,1542.0
263.75,train,3,3,0,0,1704.0
311.23,train,3,18,1,0,1878.0
1.71,walk,0,1,0,0,0.0
82.29,train,3,13,0,1,678.0
154.07,bus,2,15,0,1,893.0
212.64,train,3,19,1,0,985.0
1.8,walk,0,13,0,0,0.0
14.06,tuk,1,13,0,0,1440.0
69.22,train,3,18,1,1,574.0
302.72,train,3,20,0,0,1578.0
140.95,bus,2,5,0,0,762.0
13.01,tuk,1,19,1,0,1678.0
9.31,tuk,1,11,0,0,1215.0
94.0,taxi,4,2,0,0,13452.0
96.68,bus,2,14,0,0,639.0
46.92,bus,2,23,0,0,305.0
98.85,bus,2,3,0,0,550.0
18.85,bus,2,0,0,0,169.0
9.22,bus,2,21,0,0,116.0
120.72,bus,2,14,0,2,901.0
315.8,train,3,5,0,0,1876.0
334.35,train,3,19,1,2,1771.0
122.92,train,3,9,1,0,754.0
28.08,bus,2,7,1,1,231.0
101.01,bus,2,6,0,1,592.0
171.57,train,3,14,0,0,814.0
260.84,train,3,3,0,1,1525.0
131.36,bus,2,8,1,0,769.0
232.74,bus,2,7,1,1,1633.0
45.94,train,3,1,0,0,344.0
33.97,bus,2,18,1,0,261.0
48.21,train,3,0,0,0,377.0
12.21,tuk,1,23,0,0,1270.0
36.24,bus,2,2,0,2,353.0
68.21,bus,2,8,1,0,468.0
1.2,walk,0,2,0,0,0.0
73.45,train,3,8,1,1,538.0
228.68,bus,2,14,0,0,1378.0
14.75,tuk,1,2,0,0,1667.0
152.7,train,3,12,0,0,832.0
133.35,train,3,18,1,0,889.0
192.34,train,3,10,0,1,1170.0
193.33,bus,2,2,0,1,1311.0
332.66,train,3,16,0,0,1993.0
110.9,bus,2,4,0,1,779.0
66.12,bus,2,0,0,0,401.0
0.74,walk,0,10,0,0,0.0
97.32,bus,2,6,0,0,624.0
22.11,train,3,0,0,0,208.0
144.25,bus,2,18,1,0,735.0
242.55,bus,2,14,0,0,1448.0
57.23,train,3,21,0,0,385.0
30.79,bus,2,11,0,0,222.0
13.88,tuk,1,10,0,0,1646.0
87.47,taxi,4,20,0,0,12930.0
101.85,train,3,1,0,0,628.0
96.01,taxi,4,8,1,0,13351.0
122.72,taxi,4,19,1,0,20243.0
43.79,train,3,7,1,0,300.0
154.4,train,3,21,0,0,842.0
89.74,bus,2,6,0,0,564.0
7.6,tuk,1,9,1,0,959.0
92.73,bus,2,21,0,0,616.0
172.67,train,3,5,0,0,831.0
50.84,bus,2,23,0,0,294.0
231.5,train,3,1,0,0,1114.0
18.73,tuk,1,6,0,0,2274.0
107.88,bus,2,14,0,1,607.0
37.13,bus,2,14,0,1,298.0
35.25,bus,2,21,0,1,318.0
6.02,tuk,1,23,0,0,770.0
2.21,tuk,1,16,0,0,388.0
32.35,train,3,15,0,0,358.0
46.98,bus,2,7,1,1,333.0
1.67,walk,0,19,1,0,0.0
0.98,walk,0,15,0,0,0.0
242.83,bus,2,0,0,0,1248.0
11.74,tuk,1,19,1,0,1435.0
177.15,train,3,8,1,0,900.0
122.37,train,3,11,0,1,690.0
10.11,tuk,1,11,0,0,1150.0
124.11,bus,2,19,1,1,889.0
14.77,tuk,1,6,0,0,1843.0
3.4,tuk,1,9,1,0,539.0
302.95,train,3,0,0,0,1508.0
148.63,bus,2,8,1,0,948.0
189.33,train,3,2,0,0,1069.0
3.96,tuk,1,13,0,0,581.0
16.39,tuk,1,21,0,0,1843.0
193.9,bus,2,11,0,0,1092.0
128.81,bus,2,21,0,1,773.0
40.08,taxi,4,23,0,0,5708.0
19.11,tuk,1,1,0,0,2192.0
197.16,train,3,12,0,1,1078.0
221.81,train,3,12,0,0,988.0
109.5,bus,2,9,1,1,735.0
18.51,tuk,1,19,1,0,2097.0
159.22,bus,2,9,1,0,951.0
1.2,tuk,1,1,0,0,265.0
316.26,train,3,13,0,0,1875.0
234.6,bus,2,4,0,0,1467.0
134.19,train,3,8,1,0,819.0
89.18,bus,2,12,0,0,549.0
5.14,bus,2,17,1,0,99.0
164.28,train,3,6,0,0,1034.0
57.05,bus,2,9,1,0,430.0
180.15,train,3,1,0,0,1036.0
16.77,tuk,1,9,1,0,1992.0
51.91,taxi,4,13,0,0,8125.0
276.52,train,3,14,0,0,1643.0
181.88,train,3,7,1,0,1119.0
195.47,bus,2,1,0,0,1297.0
283.26,train,3,13,0,0,1285.0
3.78,tuk,1,15,0,0,525.0
79.93,train,3,2,0,0,526.0
1.39,tuk,1,12,0,0,319.0
5.65,tuk,1,2,0,0,734.0
144.63,bus,2,10,0,1,1074.0
19.78,tuk,1,15,0,0,2199.0
